x,y,size
5.454578269470728,7.967481319921842,13
3.4112315004800253,1.3692704111931209,12
7.07617506488658,8.207616140517068,10
3.315915617813313,3.022195049957018,10
8.4209305784187,1.0851233594764997,11
4.343335678777564,5.92778731886524,10
7.345922508129271,5.396269283194761,13
7.318222411784095,9.965746250800304,12
8.351091328520393,5.985667585125513,13
8.776598435216552,0.2260515987779621,13
6.3814270249335125,5.207835472139626,11
4.64508227877112,9.468611576236718,12
3.2206029530831524,7.231329587611275,11
9.453588216691436,2.374189139724737,11
6.569634630967273,2.5805545264332452,12
2.150983041113167,0.06527384743456599,12
2.628020083767806,4.175015591737944,12
2.485238020799491,5.043800357844147,13
5.134624794098527,7.024079026675373,13
7.840417936459688,7.836144691093491,10
9.776102068813163,1.0847862357723181,13
9.760265322079794,4.15425977389294,13
0.8673776609750461,8.941012778729576,10
6.793685573587701,1.1588903922682925,11
0.31010037857213124,5.902796085906184,12
1.3981921769010142,4.634735963453986,13
1.227816768780483,7.918689850205965,10
7.372485563332024,1.696087460701986,10
2.874374671073853,0.5408904940071813,10
4.882399208824813,8.779183780588651,13
3.7355417179209427,7.853116822535976,13
5.769215705820003,4.212335065576602,13
9.479121375407317,8.586878340116472,12
2.2058503140543873,8.661177028871764,11
0.36832698158712707,6.8169073585048725,13
0.10543504065472553,1.2126455617489629,11
2.623208972938281,8.115371858529866,13
6.143635154725454,0.039736239370102844,13
1.4444718936860612,6.672368886768657,10
4.038579097815011,0.2755682076092181,12
8.601905227626311,7.896444414351037,10
2.7513863815673103,9.667240083968672,10
3.315457195192665,6.029734824427571,13
8.068068141134145,2.4717008494756354,11
0.6458636458807432,2.668312866474456,10
8.638158433153361,8.690185525736023,11
4.532462871144843,4.026858228769213,12
5.363617617858896,5.920714047031016,12
1.0174435011104033,0.6791393548665603,11
2.24628484600474,2.1672560298396526,10
1.9925362348960274,7.242329021426914,12
5.428262758877929,3.556424047326545,10
1.6237943293064983,1.189465170665891,11
7.592452098381913,3.8925229198984326,12
6.460666306270405,9.203269631616259,13
3.2920920435960865,4.675640647110711,13
2.6258926737626065,1.6127898274428798,12
5.3129393037209685,1.0229332390823176,13
9.496999319713023,5.8077531853884174,12
2.697010324919944,6.470652040102593,11
0.06933628510036427,9.05263786053213,11
9.163914624177336,9.92755114960161,13
4.128420664303319,2.9950665906806986,13
4.743678512224144,4.736023954092202,13
4.568900149296123,2.2371059049810293,11
7.021241350496882,3.3674958074615544,12
3.892101111322038,4.968107089476098,12
9.198763918023632,6.65760891489215,10
7.4864882233137475,0.8769465313088376,10
5.691214011936951,9.654646226305207,13
2.5591125021561423,2.75622190771125,13
9.017485898312191,3.772632612232286,13
7.794153301877188,7.020419202503926,11
3.8520168304521696,9.862423992859359,10
6.386486949481274,6.129256009603148,11
1.1228824050589203,1.809988938492344,10
9.465605669242567,4.899063151448699,12
6.282272539888584,7.9704382802951095,13
1.5255114443190032,3.636007952670506,13
8.571103002344799,1.7859194344654383,12
5.668037086713972,4.881940580769578,13
5.886739685343159,2.9289270814847757,13
8.207279716570891,5.081447009466121,13
9.538487943791363,7.5964999470353085,11
9.922054149333622,0.3152031946939182,11
7.402364823442284,0.17565978651853387,10
3.884780367241661,8.713506309234884,10
0.5254168298222583,5.042489439171124,11
5.821435925413767,1.6940782927917453,11
9.86834610752054,6.9788123378966995,12
