node1,node2,length
1,12,7.230931413251854
1,15,6.814160360381058
1,25,5.5745565008545
2,4,7.0481404887103976
2,18,4.68996854814705
2,24,6.839391219928067
3,12,5.888257057925595
4,6,7.886448109183042
4,20,9.979649292672365
5,27,10.3657131342919
6,17,6.072943456985528
6,33,6.276350378863384
7,21,10.780454404315595
7,31,12.217953795828352
8,21,8.446475361252022
8,31,9.802283898964209
9,12,8.669517498566776
9,30,4.133936948735888
10,15,4.024858846416865
10,19,2.473093691051348
10,36,4.110275666003655
11,17,3.4073715923817676
12,26,3.0619064035955503
12,29,9.876831433918985
13,20,8.635700539144343
13,34,7.006195359543376
13,36,4.3453565460954255
14,19,3.845321738268086
15,20,11.542730112791945
15,34,9.97779620478156
16,25,6.985384199846318
17,23,2.142040993682441
17,24,5.258318530922191
18,23,3.4484198215672146
18,36,4.171081692975303
19,34,8.820274741861445
19,36,2.2709391750406454
20,30,1.0167389619157767
21,25,8.40109190951822
21,32,3.3142986159336334
21,34,6.266649699289522
22,27,9.787487352272453
23,26,1.3396051716269892
25,27,11.57577196939013
25,29,8.427509622195577
26,29,7.5475032400778215
27,30,8.667340801539352
27,33,8.040566615802184
27,35,8.32080179971219
29,35,6.929326243929053
31,34,8.237536162630352
32,35,5.410220458275061
