node1,node2,length
1,4,5.387924853735149
1,20,2.389451867405993
1,31,1.722836586512632
1,56,3.9385989504227505
1,79,5.848010571785544
2,30,7.554545027202041
2,41,8.339490044912054
2,58,1.9329878441659176
3,21,7.6173690785242965
3,42,4.564460451319918
3,56,5.176305168558174
3,74,3.6240288835555554
3,79,7.190929567995926
4,18,2.1856150830047985
4,64,2.230631389384091
4,72,5.750744316898614
5,11,4.599601059720068
5,70,8.993779778181421
5,81,4.689802084158557
6,20,3.983894097128213
6,49,6.213683627885724
6,65,3.6975679343523464
6,68,4.909971786934772
7,12,4.886564201585569
7,84,3.1061806392681537
8,56,6.647927725226391
8,71,8.638655473250026
9,69,5.181367515940432
9,74,5.938931855483214
9,84,2.001172561308206
10,22,4.049496266370839
10,86,1.3751572108209815
10,87,9.796263138167685
11,33,4.58406380764737
11,76,6.260802870673287
11,82,2.3319817788627897
12,31,1.853938329898348
12,71,7.029042962671275
12,88,6.046668552474587
13,32,3.9509182334602
13,61,3.6397315062720343
14,22,1.8062951889426515
14,45,8.81263416249078
14,81,4.540838540152704
15,67,3.587421496021383
15,83,2.9893719470972537
16,30,9.131969152617524
16,50,2.104141518330942
16,54,6.652625118243831
17,19,3.794763448510279
17,57,2.5622266474866655
18,27,3.137849231292262
18,44,6.1468437456523475
18,57,3.4338923965559203
19,49,7.563692301926665
20,42,5.408433461225075
20,79,7.584140862743191
21,86,2.541877143135311
22,60,7.433387134130678
22,73,3.4756965267699695
22,78,5.163298576075186
23,28,9.736805003958144
23,35,2.181943037025831
23,38,10.347541600327524
23,43,3.803765599121484
23,62,8.354985549896822
24,29,3.9677351001313905
24,70,8.566989595874443
25,36,4.694613918076448
26,80,7.717927527879942
26,89,5.311549001447866
27,35,1.397371587412864
27,40,8.143567603566042
27,52,6.055832680209794
28,70,8.13420750012503
30,88,5.739876309827636
31,38,8.176052234286082
31,88,4.266676468319451
32,53,5.1305224675867676
32,65,2.3113389349250197
32,82,1.288777691998742
33,47,6.727794123907457
33,85,8.28352576827158
34,38,9.478153340092252
34,43,2.855821336498404
34,52,6.036757819156607
35,40,7.500657870061501
36,46,11.345526537182707
36,50,2.344039042946069
36,54,7.952180020435909
36,77,10.05994377926269
37,52,5.352787300770497
37,88,3.7206636825872006
38,59,6.671961534105036
38,87,8.963074928606842
39,52,5.057637976371193
40,59,7.7717065016115345
41,47,5.6155194185730615
41,74,5.140672668894733
41,85,7.695324009170317
42,75,5.072601645044926
42,88,5.132568457590351
43,61,4.435678496986524
43,68,5.916715631867461
44,81,3.4013827518362443
45,51,4.7681391388854415
45,77,9.097477463152476
45,80,7.974210746280754
47,53,4.063391693210602
47,65,1.7901231956891341
48,76,5.906089743904331
48,82,3.0371772988584955
49,54,7.318235579032095
49,58,4.3092317673883755
49,77,9.443473983022336
50,54,5.617655216575968
50,58,3.2732009123299277
50,72,6.958907792323749
51,61,2.6411959677079087
52,83,3.1699574581053946
53,58,3.692901775905297
53,77,8.674971024169349
54,73,3.1343928487394024
54,84,4.184077117976699
55,71,7.535684868723429
56,68,6.230326704647676
58,90,7.498281602327127
59,69,5.324942171391168
63,66,2.91669591215495
64,68,4.851832100819249
64,82,2.1382675119076557
65,90,7.111111541812221
69,87,8.624614115048841
71,80,6.089787899750335
72,78,5.010285874370774
72,84,3.859197393962513
75,82,3.239112930443275
82,90,5.679327450607762
