x,y,size
1.693473308193001,4.87472456897735,12
1.4358517381780411,7.958960996727199,10
4.929755402232026,2.596088944459801,12
9.500556666003337,1.6193440177338836,11
8.255895017007775,3.7347698133570493,11
8.712470301229358,1.5665257053264936,12
2.713270792163626,1.7196707148351165,10
8.48120767407638,5.790641842097372,11
3.5808433604607934,9.729798605960422,12
4.087530546381917,3.0612573353866637,12
5.678482608291363,5.1375915662471625,12
7.511346779592712,7.536169161785731,11
5.1787580942803615,7.869701387889276,11
7.649963025646402,6.609962292506147,12
6.21145097562004,7.7628950108833426,10
6.148920171820087,4.152558859008003,11
5.685299276654364,2.1902952241286466,10
4.745986178893241,8.481611796929757,13
0.8316867031310249,0.8013003570400712,11
5.397930728609303,4.5192220314366205,13
6.003580156236303,9.12686781925508,10
2.3426749534202482,8.425884996764726,13
6.808809728554797,7.302468837034195,10
7.413992745104201,9.336211300259707,13
7.548476740860997,0.2196307647550666,12
0.3295097724187035,3.9480372510505224,10
1.3742613397283698,7.000144774814307,12
7.445988427558385,2.148401588176614,10
9.12921688475141,9.004170423637984,12
1.7096679825947636,2.1632303015303753,11
0.8217217206514027,6.219428010801043,10
8.302355812962164,2.8954967335143222,10
4.145594755647592,6.352923159441949,13
9.443963161905772,6.494780956118747,12
2.8275518170882616,2.9827224066274507,11
8.209850805906399,0.7022304072508689,11
1.7765210429949219,1.1929797323439617,13
2.137693705292729,7.632266991345502,10
1.6842738477217578,4.090157145260709,13
9.571530765697489,4.965714874792207,12
6.090625929460414,3.226417066448888,10
0.08357676505381773,2.1121351119222775,12
3.966689832868272,0.4539883571792436,10
4.124325987522724,5.1329103722226,13
9.518662273946868,0.4126769672234931,11
