x,y,size
4.726185741278973,6.302827880037211,13
5.655894525186237,2.7399143525549228,11
0.6344887574098179,5.302394306327485,13
3.8476859650982895,8.460315142516253,13
5.222619307969939,2.052844046091513,12
5.252331745082177,7.768678676013641,10
2.269518199195871,2.9312588929044017,13
0.23919567981245726,0.02667990220305061,11
2.0855257400363736,7.2544598815096375,12
9.28380830594845,5.503516092966777,11
6.588180702487344,2.9500633449573863,13
1.9442451037832242,8.220031165971756,12
9.396198804274018,7.986821213811025,13
0.004524514290903392,1.0021266120311412,11
9.929616439685244,9.01478689555844,10
0.7426205287959442,6.118340479184001,12
4.273730949386055,0.9608897237015879,13
8.052772735263318,9.753943412370534,12
2.6946470318760793,3.915482535492354,12
4.583531270124379,0.08026327587036142,10
7.602098141914184,4.187988383818116,12
0.9569098704660361,7.061333389511615,10
9.510296842473776,3.822556360484608,13
4.802889545758584,5.106256618686435,10
1.5661772819515019,5.697372241446042,11
9.712372498058093,4.527812757878031,12
2.6791324390891202,7.850128693373413,11
5.209943768086289,3.915274490368512,11
2.2564567138967586,9.44022271116844,11
9.769890863537423,1.4215284686462992,10
1.0249769882724213,2.154285108396788,13
3.4540572483219223,1.2128051518828387,12
7.508584758938967,2.532409394658516,12
1.9552407673103978,4.825407378835667,13
0.7831051537028721,9.093572727388036,12
1.3102062282677707,1.280160882122342,12
7.802600101733387,7.730123459369585,13
5.9882023199511805,2.0020781842722113,12
1.8105730898663763,2.2374762718682364,11
6.376364426487014,7.502607608717765,13
5.658190861061193,6.533432422821392,12
0.2910412780437055,9.743068233430298,10
1.277594040888168,7.808071406756524,11
9.08317058236169,9.29284415807586,10
6.21053161115401,5.685392238066221,10
7.905936134528204,0.5989045644667579,11
3.0021271133145557,4.87721595494688,10
8.909904183597874,1.2532415308903189,11
3.68634726673612,9.59546306090847,11
6.422934216281343,1.3262348874098262,13
4.212041698174563,5.818562261583321,11
0.16293706866230329,8.09863389016799,11
9.520810719487617,0.49953215170782883,10
3.871058352692284,1.8398191649559559,12
5.818035207596438,4.756135668037569,10
4.798745708123342,9.097565737764205,10
7.464106586983178,5.7272070967948405,12
8.301162709331457,4.766758371069727,13
6.646339629455201,0.21904595354087952,10
7.545097464547384,1.458974645162593,11
7.003316484013626,9.115407898933526,11
6.494179947799824,6.470249156206245,10
4.564927882145887,7.912691546583436,13
4.2090600972276935,4.343713269653323,13
6.588804234423523,4.932735070120655,11
3.3041414154479734,6.379187933607923,11
0.3155440194673975,3.409248373280592,12
1.9190534620123234,0.7324077202323775,12
2.881653483947424,1.6749642048316882,10
4.837970895004523,9.952816484955632,13
5.907057331489499,8.814376946153445,12
7.11986264074353,8.209646874032986,13
8.656016737425759,2.2413469147039122,11
5.790926802649371,3.4340542090975923,11
5.701423542940768,0.6260748883869849,12
9.139491138469063,6.272469511798525,10
3.0184034023885733,2.6687893116442396,13
9.006587520081705,7.108495199042077,13
4.966493296945979,6.959966202911558,11
3.4285938456864438,3.474495089983176,10
8.952513354013721,2.8820792760668668,10
7.338026532554278,0.1296658602956291,13
1.1510812999264763,4.0971519757992425,10
6.9314421604687855,3.6565489939740625,10
1.5723115765153406,0.039481672301496795,10
7.794208531854424,3.352098651689286,10
9.925985565236527,6.1376501750392904,12
2.6306370025433945,6.622241398225357,12
4.522272616893027,2.2608335862663607,11
4.878409464646646,3.0286816890352783,10
8.684385140343364,8.435573943068722,12
2.7488219002684975,0.4830560772859638,11
9.99542231998557,2.6322674099877554,13
2.4575610129099434,8.714797092394697,13
3.967873444979304,2.837244578633058,10
4.0971685852694675,7.362445468882867,12
5.688824299192858,9.782862217366443,11
9.82694368876886,9.908517249699129,10
1.6277406806467964,6.536136908193814,11
1.2407152701962454,4.828100364941717,12
9.944495979628389,5.364534019823264,13
8.25361822587487,6.160804971825739,10
8.2708239621137,7.098490136791316,10
8.24143899123613,9.062049924208083,11
2.447083132078638,5.442151591525951,11
7.692503507520034,6.544619007202861,10
8.632809483609323,3.847462228850315,12
1.3991854428738126,8.637585283670559,11
