x,y,size
6.667461129217342,4.405049996417483,13
5.528000385957659,4.597673562314915,10
0.851031511277196,1.9190881863400722,11
2.855426414490787,3.5434526847585133,13
4.204769322540902,6.019293003575284,11
9.479131095483925,1.6082319036178983,13
3.009637293381171,9.94615002876608,11
2.6829945627401495,2.3855129862794056,10
1.376940821963577,3.5020276234597505,13
6.2207702282109425,5.766261670342514,13
7.21180052915154,0.592565441920011,12
1.5552929572612806,7.7918241308945335,11
5.010508430772523,7.049537535278363,11
7.998196622895928,0.3259425169381214,10
9.163594607819954,6.899935209008676,11
4.6081296624868875,3.81021349019264,11
4.318694393462037,1.0287772400031714,10
0.0727229665303375,6.712162620604407,12
7.269837083113813,3.848761883090177,11
2.169951645171404,6.166196928096253,11
9.239308280013205,3.4615286038869875,13
5.282587409960731,9.832334235462092,11
8.348311712998587,5.670796682839123,13
9.224900949411097,7.563927610449448,12
0.3283473500296963,3.7716137543801063,11
4.060668834985552,2.9069293503363767,12
2.015514987904133,3.0457296673785192,11
6.08420269615864,2.8032313395662776,11
8.324926023585972,7.875028478946607,10
5.041347013967503,5.509595494383241,13
5.399024058446649,1.272165045351673,12
3.3124070221018878,9.168732906023338,12
9.940743592067278,6.009201621190062,13
4.970425541213389,8.081521318686557,10
8.93378727230773,5.262921396356428,10
2.989799073806547,0.33224630294321433,10
4.289607358227846,8.938874204819232,11
7.837600655589093,5.143716817199898,11
5.235279574609565,6.169534266731176,12
9.964057955594601,7.472351438271958,11
9.162853628664202,2.3860262114989172,13
8.306733911448257,4.435461937661525,12
1.3307237440233366,5.0362124003267486,13
5.9470776312119,8.267422214890152,12
1.9280902957076962,9.08131767232697,13
4.663645758397515,1.8732698849339846,11
5.654983734940416,3.4340761547234733,13
3.2085800667568662,1.5562228723583904,13
6.9563581604424005,9.881034218723482,10
2.6644692295889105,7.085326132728534,12
0.7046329324259215,5.525999946542354,12
6.410221883654172,1.1805941652033958,10
8.4162530492726,0.9790030288834672,11
9.914614444007931,2.788108895375,12
1.25141687359409,4.307027246288112,10
0.6229127696303327,7.204787232247568,13
3.7601386284630833,0.4972909276563964,12
5.145882891451194,9.116786956545408,13
7.369934203727578,6.468773328668094,13
7.552432506943844,8.55599509641413,13
7.146546441407863,2.6231441709569427,13
1.3608414032500993,0.8683942409784884,11
3.4203953265132303,7.994132655441208,13
2.164134810804171,1.5042001120426762,11
3.7622514418236417,6.654421800732889,11
0.6872223641751385,9.999167240963352,10
8.095239882686776,9.441505654367509,10
6.655158353249249,5.139931339715702,13
0.8706248834016095,6.573692377866875,11
3.210466465095898,6.088305121267724,13
3.639582649165142,5.541710926297917,11
0.5765508691526733,2.8717653948238575,12
6.4432943117254435,3.5787386679669684,12
9.189120200138834,9.147052244973748,13
7.894811133518528,7.286324806956818,11
4.745482332926758,2.865780335094492,10
3.227771559509157,2.9507664881853635,12
6.524056819002508,0.3020363650621405,10
4.074334088182399,4.508654830390122,10
5.693914525795324,0.2221631156654369,11
8.304376330115758,2.6241489720054534,11
