x,y,size
9.256643127308056,1.8174508525790656,13
1.7458192034212172,2.2271627562507534,13
8.311984430330813,7.212965757034562,13
4.821809822399308,7.981536220890815,13
5.964579544310967,7.855795722956373,12
4.564150469930583,4.9065504314609605,11
2.1303400329189137,8.988589578479951,10
6.1655230358888495,4.846444143645943,11
7.602179978399478,8.456304078434114,12
8.65393053536303,9.402367804641296,10
6.279332437310438,3.48641729455594,10
4.626769619700771,6.908867006213171,12
9.02884678593482,4.0814241804320766,10
0.7216827822819627,0.7575790181386688,12
1.5357187770862768,5.8976228734525975,13
1.401803869019994,6.5691088547863306,12
6.740672544911073,9.818765165524848,11
9.909153117689804,7.128536907948067,12
2.986452477942023,2.627144423293343,11
5.5454790320040095,5.7855577295767135,12
7.6598304777803525,9.525209368985294,11
2.0646001271245273,9.94853601817456,12
3.3366182018031223,1.0395824259292963,12
7.1969581917732475,6.612314806572882,10
3.7179753255479273,5.424660027792184,13
5.492326483257971,8.633091468108226,11
4.228492609140182,9.936307263329152,12
