x,y,size
7.0617952810261375,3.188554541378216,13
3.098774768332002,9.946452147467577,11
5.623503275955441,9.958721636460032,10
3.064621316860785,4.169421408097211,11
7.87715905637472,8.384882476548972,10
9.817751331715156,4.785489034995402,11
6.972447036602441,9.938212432091513,11
1.6193454491707315,0.9695209601519206,12
4.106632637886488,9.581467013297969,11
3.632542725105319,1.056872921388503,12
6.776339851312894,0.538986675135863,12
3.2145256808349654,8.484639628799895,13
5.239418901628191,6.2602030700324365,10
3.5292714473196094,6.965962021596551,10
5.690714789137061,0.6601786261914655,11
0.010745430154437408,0.4226954517076076,13
8.89685534593986,0.3349353638591557,13
8.313966166716266,7.00775373639572,11
9.539931214374665,1.5154697504424153,11
2.9484221444435663,6.056632657647007,12
8.835785015745092,3.9088567855659786,11
2.6913755293055805,2.869367206784701,11
0.775470520561673,2.2193219419187162,10
1.384002567271032,9.015418898246011,13
0.4871903491911733,4.012942752887673,13
5.150886093007622,2.4934392280975093,10
0.28425708334109956,9.554031009309789,13
8.600825770104505,5.744864627652242,10
7.848263092669798,0.6976139500028955,11
2.639466554541552,1.7043315662012737,11
2.529662634062817,7.67735054743924,10
6.326600315848381,5.574851258572249,11
5.208476803463041,8.158024103753593,12
5.460198263402566,3.461633662135495,11
4.8329154774421825,4.528500146502246,10
2.0839592203879507,5.533423088197638,13
7.2690768057409185,4.965476155876654,11
4.156827671162432,5.601942916888939,13
0.6785855863366708,5.5596004742618295,13
7.440768918714335,1.7477715347506506,10
6.548081755637737,7.036102477442871,11
1.4105262507419647,7.534273814699095,12
9.09353499665389,9.708413199564685,13
6.182093642621181,8.473319461071657,13
9.432800639149491,8.309704731359467,13
9.433017959556594,2.787497695248,11
2.7011327724123744,0.21628227436017333,12
4.768720475922004,1.0852753248943758,10
9.834923811825146,6.154488304446238,12
0.3445356125591803,8.189406899454761,10
6.2832871864849595,4.55095298744098,12
1.947216477983812,3.5817049760801223,10
7.777644455090218,3.922975078425953,10
1.4090765041099096,6.290626588114647,12
