x,y,size
6.78371342550287,7.838589286705413,13
8.308230073913577,5.680740324325024,13
8.42441382923017,9.502152041559444,13
2.7001031864011105,2.956647289916087,13
2.276853226119103,1.0686757938320723,13
9.320356983024523,4.222183345590712,11
5.405428873552317,6.482956454094473,10
7.328949864925836,1.1809282316442493,11
3.640289414215397,7.705527857131774,11
7.4096416683935455,2.8462736453886537,10
2.0428366389390273,7.3287634963522,12
9.821583327207358,7.087298379923333,11
7.774625276279283,7.417931295194439,12
3.742188476428793,8.9061456900753,10
6.310980251305322,4.261263552579475,10
3.979584650671788,1.3765481191669193,11
9.48545996101414,0.5469781809874197,13
8.317327059811912,2.088941637123971,11
4.7963657478315005,4.663455718527488,12
0.8374025670839302,9.114816726298962,11
5.918220071585246,3.0460324666392316,12
4.194798112353563,3.609209866430647,13
8.495293593850095,6.716923762579837,10
7.356072067348459,6.287258686550702,11
7.005786465813301,9.287801050234757,11
4.6060800912077795,0.5095251411398882,12
2.731098918036623,8.703573521691435,12
0.7055079897166472,7.445763022113045,13
1.2694629538681168,0.8316784030585533,13
3.523854136869139,5.1128670330291595,10
9.208739345358126,3.1474054806706118,13
0.21055782009118285,0.45782393626638607,12
2.843519494808201,4.096143749147303,13
7.5698597789616215,4.562999066846617,12
3.32555536285126,6.484345983215793,10
4.613232534345535,9.64943283393763,10
0.013553817850939787,9.942108882825467,13
4.963509259618854,7.673954707841256,12
9.717713665133479,8.657685274473288,12
1.5241262163578229,4.636904035599874,13
9.758585631799104,5.290552873498485,12
0.24426738518882996,1.6380367853671973,12
0.31080604615565055,3.5923228471589774,10
2.231170541380881,6.25328794212468,12
3.8361367020780825,2.6049235471282817,11
1.1308478137013034,2.5174900610941564,13
4.473896960628126,5.939632963144886,13
8.048030476011446,0.2898921438581381,10
5.270338286464423,8.731931813179921,10
6.51983532880568,2.2076278637493543,10
9.851291646020842,9.9486388943787,11
9.488240490216844,1.6638873967338164,13
5.687916351008657,1.2401005693126266,12
2.408432403577767,9.866730401987502,11
0.7177609634869153,5.617440826726794,12
6.7562257507676176,5.16716620195165,12
4.8659512594123155,2.723657092007236,11
8.724376970256504,8.469291849319726,13
2.642372418464677,0.05754581829262029,10
5.887229024451922,9.546820695655596,11
0.026358391648336754,8.299751827870985,10
1.882907244611265,3.5951473625114283,11
6.7815730101794855,0.2797096245826747,11
6.389764849648902,6.854678961797321,13
2.9998806332028547,1.8833783873740995,13
8.194616993537748,3.5476060911001994,12
1.7482161408038743,8.295175294442153,13
1.1996109817146827,6.562751405451822,10
5.60790413772772,5.489016279221302,11
5.649390896877695,0.021842590399984152,13
0.2909957241474559,4.64493678198272,11
1.3779328309883176,9.969678289156986,13
