x,y,size
4.782390450906867,6.102456912276109,12
9.77963558473175,4.944371613694065,10
8.234474403635561,6.656540268970202,11
4.3972578772464175,0.39395464790249246,12
5.8844859779313365,1.3506436271124744,13
2.977662456075416,8.151583964841212,10
9.803473986660261,9.918835327400924,13
8.072628322099117,8.19305546775127,13
4.998150857788701,8.151305293737284,10
3.453926573529682,3.640982819860384,13
5.6703625959143,7.328468293032557,11
9.920811950300372,1.0149237578167636,11
2.3247886584020563,3.0983945772158474,10
4.199051125708375,4.935396536164217,10
1.2078918610849854,0.3011000668174635,11
4.143056736527406,7.398111678073188,12
8.18913182449811,5.0336953757900735,11
5.152978416703339,4.176355707517723,13
3.428757506095889,1.1680172069246741,13
7.802076956179549,9.774818523072465,10
0.43829213446566095,4.579213052478055,13
7.439431986489677,3.4523028162365046,12
8.355754718780958,2.898144760675352,11
3.0313851937967993,6.057200855076324,11
8.382418351399068,1.8462286175418052,11
7.149167117749535,2.3161753655289994,12
0.15437236572937385,9.98857201149315,10
7.794074442228992,1.0213984221855554,11
4.901272144612245,9.521157901852689,10
8.81791691108333,9.732071561792672,11
0.05523021266202521,2.5533660090410204,10
1.847823176667952,7.578845956126053,10
1.4763765535533169,2.0574298219640443,10
3.605616690565885,9.98651863011374,10
4.0626752536546675,2.642762925604216,11
5.383224695287159,0.011633731122177027,10
